SMILES Labelled
"C1=CC=C([S:32]([C:21](=[CH:20][C:51]2=[CH:52][CH:53]=[CH:54][CH:56]=[CH:55]2)[S:41](C2=CC=CC=C2)(=[O:42])=[O:43])(=[O:33])=[O:34])C=C1.C[C:61]#[N:10]>>C[C:61]#[N+:10][CH:20]([C-:21]([S:32](C1=CC=CC=C1)(=[O:33])=[O:34])[S:41](C1=CC=CC=C1)(=[O:42])=[O:43])[C:51]1=[CH:52][CH:53]=[CH:54][CH:56]=[CH:55]1 10=20;20,21=21"
"CC(C)(C)[P:10](C1=CC=CC=C1)C(C)(C)C.CN(C)C1=CC=C([CH:20]=[C:21]([C:22]#[N:23])[C:32]#[N:33])C=C1>>CN(C)C1=CC=C([CH:20]([P+:10](C2=CC=CC=C2)(C(C)(C)C)C(C)(C)C)[C:21](=[C:22]=[N-:23])[C:32]#[N:33])C=C1 10=20;20,21=21,22;22,23=23"
"C1CCC[C:20](=[O:21])CC1.CC[Si:63](C)(CC)[CH2:62][C:11](C1=CC=CC=C1)(C1=CC=CC=C1)[H:10]>>C1CCC[C:20]([H:10])([O-:21])CC1.CC[Si:63](C)(CC)[CH2:62][C+:11](C1=CC=CC=C1)C1=CC=CC=C1 10,11=10,20;20,21=21"
"C1CC[N:12]([C:11]2=[CH:10]CC[C:63]3=[C:62]2[CH:73]=[CH:74][CH:65]=[CH:64]3)C1.F[S:32]([CH:21]=[CH2:20])(=[O:33])=[O:34]>>F[S:32]([CH-:21][CH2:20][CH:10]1CC[C:63]2=[C:62]([C:11]1=[N+:12]1CCCC1)[CH:73]=[CH:74][CH:65]=[CH:64]2)(=[O:33])=[O:34] 10,11=10,20;12=11,12;20,21=21"
"COC1=CC=CC(OC)=C1[N+]1=C([C:22](/[CH:21]=[CH:20]/[C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)=[O:23])N(C)C=C1.C[C:61]1=[CH:62][N:10]=[CH:11][N-:12]1>>COC1=CC=CC(OC)=C1[N+]1=C([C:22](=[CH:21][CH:20]([N:10]2[CH:11]=[N:12][C:61](C)=[CH:62]2)[C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)[O-:23])N(C)C=C1 10,11=10,20;12=11,12;20,21=21,22;22,23=23"
"CC1=CC=[C:10]([B-:11]2(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)[O:12]CC[O:62]2)S1.CN(C)[C:34]1=[CH:33][CH:32]=[C:31]([C+:20]([C:41]2=[CH:42][CH:43]=[CH:44][CH:45]=[CH:46]2)[C:51]2=[CH:52][CH:53]=[CH:54][CH:55]=[CH:56]2)[CH:36]=[CH:35]1>>CC1=CC=[C:10]([C:20]([C:31]2=[CH:32][CH:33]=[C:34](N(C)C)[CH:35]=[CH:36]2)([C:41]2=[CH:42][CH:43]=[CH:44][CH:45]=[CH:46]2)[C:51]2=[CH:52][CH:53]=[CH:54][CH:55]=[CH:56]2)S1.FC(F)(F)C1=CC(C(F)(F)F)=CC([B-:11]2=[O+:12]CC[O:62]2)=C1 10,11=10,20;12=11,12"
C1=NC=N[C:61]2=[C:62]1[N:72]=[CH:71][N-:10]2.F[C:34]1=[CH:33][CH:32]=[C:31]([C+:20]([C:41]2=[CH:42][CH:43]=[C:44](F)[CH:45]=[CH:46]2)[C:51]2=[CH:52][CH:53]=[CH:54][CH:55]=[CH:56]2)[CH:36]=[CH:35]1>>F[C:34]1=[CH:33][CH:32]=[C:31]([C:20]([N:10]2[C:61]3=[C:62](C=NC=N3)[N:72]=[CH:71]2)([C:41]2=[CH:42][CH:43]=[C:44](F)[CH:45]=[CH:46]2)[C:51]2=[CH:52][CH:53]=[CH:54][CH:55]=[CH:56]2)[CH:36]=[CH:35]1 10=20
"C1=CC=C([C:22](/[CH:21]=[CH:20]/[C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)=[O:23])C=C1.C[C:81]([C-:10]1CCC[O:72][C:61]1=[O:62])=[O:82]>>C[C:81]([C:10]1([CH:20]([CH:21]=[C:22](C2=CC=CC=C2)[O-:23])[C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)CCC[O:72][C:61]1=[O:62])=[O:82] 10=20;20,21=21,22;22,23=23"
"CN(C)[C:34]1=[CH:33][CH:32]=[C:31]([C+:20]([C:41]2=[CH:42][CH:43]=[C:44](N(C)C)[CH:45]=[CH:46]2)[C:51]2=[CH:52][CH:53]=[CH:54][CH:55]=[CH:56]2)[CH:36]=[CH:35]1.C[Si:11]([H:10])([C:62]1=[CH:63][CH:64]=[CH:65][CH:66]=[CH:67]1)[C:72]1=[CH:73][CH:74]=[CH:75][CH:76]=[CH:77]1>>CN(C)[C:34]1=[CH:33][CH:32]=[C:31]([C:20]([H:10])([C:41]2=[CH:42][CH:43]=[C:44](N(C)C)[CH:45]=[CH:46]2)[C:51]2=[CH:52][CH:53]=[CH:54][CH:55]=[CH:56]2)[CH:36]=[CH:35]1.C[Si+:11]([C:62]1=[CH:63][CH:64]=[CH:65][CH:66]=[CH:67]1)[C:72]1=[CH:73][CH:74]=[CH:75][CH:76]=[CH:77]1 10,11=10,20"
C[C:34]1=[C:33](F)[CH:32]=[C:31]([CH+:20][C:41]2=[CH:42][C:43](F)=[C:44](C)[CH:45]=[CH:46]2)[CH:36]=[CH:35]1.C[C:63]1=[CH:62][CH:61]=[N:10][CH:71]=[CH:72]1>>C[C:34]1=[C:33](F)[CH:32]=[C:31]([CH:20]([N+:10]2=[CH:61][CH:62]=[C:63](C)[CH:72]=[CH:71]2)[C:41]2=[CH:42][C:43](F)=[C:44](C)[CH:45]=[CH:46]2)[CH:36]=[CH:35]1 10=20
"Br[Zn-:11](Br)[CH:10]1[CH:61]=[CH:62][C:72]2=[C:71]1[CH:76]=[CH:75][CH:74]=[CH:73]2.C[O:33][C:22]([CH:21]=[CH2:20])=[O:23]>>Br[Zn:11]Br.C[O:33][C:22](=[CH:21][CH2:20][CH:10]1[CH:61]=[CH:62][C:72]2=[C:71]1[CH:76]=[CH:75][CH:74]=[CH:73]2)[O-:23] 10,11=10,20;20,21=21,22;22,23=23"
"C1C[O:62][C:11]([H:10])([C:72]2=[CH:73][CH:74]=[CH:75][CH:84]=[CH:83]2)[O:12]1.COC1=CC(CC2C(=O)N(C)C(C)(C)/[N+:23]2=[CH:22]\[CH:21]=[CH:20]\[C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)=CC(OC)=C1OC>>C1C[O:62][C:11]([C:72]2=[CH:73][CH:74]=[CH:75][CH:84]=[CH:83]2)=[O+:12]1.COC1=CC(CC2C(=O)N(C)C(C)(C)[N:23]2[CH:22]=[CH:21][CH:20]([H:10])[C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)=CC(OC)=C1OC 10,11=10,20;12=11,12;20,21=21,22;22,23=23"
"CO[C:54]1=[CH:53][CH:52]=[C:51]([CH:20]=[C:21]([S:32](C2=CC=CC=C2)(=[O:33])=[O:34])[S:41](C2=CC=CC=C2)(=[O:42])=[O:43])[CH:55]=[CH:56]1.[CH:10](=[N+:11]=[N-:12])[C:62]1=[CH:63][CH:64]=[CH:65][CH:74]=[CH:73]1>>CO[C:54]1=[CH:53][CH:52]=[C:51]([CH:20]([CH:10]([N+:11]#[N:12])[C:62]2=[CH:63][CH:64]=[CH:65][CH:74]=[CH:73]2)[C-:21]([S:32](C2=CC=CC=C2)(=[O:33])=[O:34])[S:41](C2=CC=CC=C2)(=[O:42])=[O:43])[CH:55]=[CH:56]1 10,11=10,20;12=11,12;20,21=21"
"COC1=CC=CC(OC)=C1[N+]1=C([C:22](/[CH:21]=[CH:20]/[C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)=[O:23])N(C)C=C1.[CH:10]1=[CH:11][NH:12][C:62]2=[C:61]1[CH:72]=[CH:73][CH:64]=[CH:63]2>>COC1=CC=CC(OC)=C1[N+]1=C([C:22](=[CH:21][CH:20]([CH:10]2[CH:11]=[NH+:12][C:62]3=[C:61]2[CH:72]=[CH:73][CH:64]=[CH:63]3)[C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)[O-:23])N(C)C=C1 10,11=10,20;12=11,12;20,21=21,22;22,23=23"
"C[Si:11]([H:10])([C:62]1=[CH:63][CH:64]=[CH:65][CH:66]=[CH:67]1)[C:72]1=[CH:73][CH:74]=[CH:75][CH:76]=[CH:77]1.[CH:20](=[CH:21]/[N+:22](=[O:23])[O-:33])\[C:41]1=[CH:42][CH:43]=[CH:44][CH:45]=[CH:46]1>>C[Si+:11]([C:62]1=[CH:63][CH:64]=[CH:65][CH:66]=[CH:67]1)[C:72]1=[CH:73][CH:74]=[CH:75][CH:76]=[CH:77]1.[H:10][CH:20]([CH:21]=[N+:22]([O-:23])[O-:33])[C:41]1=[CH:42][CH:43]=[CH:44][CH:45]=[CH:46]1 10,11=10,20;20,21=21,22;22,23=23"
"CCCCCC[SiH:11](CCCCCC)[H:10].C[N:37](C)[C:34]1=[CH:33][CH:32]=[C:31]([CH+:20][CH:41]=[C:42]([C:43]2=[CH:44][CH:45]=[C:46]([N:49](C)C)[CH:47]=[CH:48]2)[C:53]2=[CH:54][CH:55]=[C:56]([N:59](C)C)[CH:57]=[CH:58]2)[CH:36]=[CH:35]1>>CCCCCC[SiH+:11]CCCCCC.C[N:37](C)[C:34]1=[CH:33][CH:32]=[C:31]([CH:20]([H:10])[CH:41]=[C:42]([C:43]2=[CH:44][CH:45]=[C:46]([N:49](C)C)[CH:47]=[CH:48]2)[C:53]2=[CH:54][CH:55]=[C:56]([N:59](C)C)[CH:57]=[CH:58]2)[CH:36]=[CH:35]1 10,11=10,20"
"[H:10][CH:11]1[C:12]2=[C:13]([O:14][C:73]3=[C:72]1[CH:77]=[CH:76][CH:75]=[CH:74]3)[CH:86]=[CH:85][CH:84]=[CH:83]2.[O+]#C[Co-3:32]12(C#[O+])(C#[O+])C3[C:31]1([CH2+:20])[Co-3:42]32(C#[O+])(C#[O+])C#[O+]>>[CH:11]1=[C:12]2[C:13](=[O+:14][C:73]3=[C:72]1[CH:77]=[CH:76][CH:75]=[CH:74]3)[CH:86]=[CH:85][CH:84]=[CH:83]2.[O+]#C[Co-3:32]12(C#[O+])(C#[O+])C3[C:31]1([CH2:20][H:10])[Co-3:42]32(C#[O+])(C#[O+])C#[O+] 10,11=10,20;12,13=11,12;14=13,14"
"C[Si](C)(C)O[N:12](O[Si](C)(C)C)[C:11](C)=[CH2:10].F[C:43]1=[CH:44][CH:45]=[CH:46][C:41]([C+:20]([C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)[C:51]2=[CH:52][C:53](F)=[CH:54][CH:55]=[CH:56]2)=[CH:42]1>>C[Si](C)(C)O[N+:12](O[Si](C)(C)C)=[C:11](C)[CH2:10][C:20]([C:31]1=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]1)([C:41]1=[CH:42][C:43](F)=[CH:44][CH:45]=[CH:46]1)[C:51]1=[CH:52][C:53](F)=[CH:54][CH:55]=[CH:56]1 10,11=10,20;12=11,12"
"C1C[C:21](=[CH2:20])[C:22](=[O:23])[O:33]C1.[S:10]=[C:11]1[CH:12]=[CH:13]/[C:14](=[N+:15](\[O-:16])[O-:66])[CH:73]=[CH:72]1>>C1C[C:21]([CH2:20][S:10][C:11]2=[CH:12][CH:13]=[C:14]([N+:15](=[O:16])[O-:66])[CH:73]=[CH:72]2)=[C:22]([O-:23])[O:33]C1 10,11=10,20;12,13=11,12;14,15=13,14;16=15,16;20,21=21,22;22,23=23"
"C1=CC=C(C/[N:10]=[CH:62]/C2=CC=CC=C2)C=C1.[CH:20](=[CH:21]/[N+:22](=[O:23])[O-:33])\[C:41]1=[CH:42][CH:43]=[CH:44][CH:45]=[CH:46]1>>C1=CC=C(C/[N+:10]([CH:20]([CH:21]=[N+:22]([O-:23])[O-:33])[C:41]2=[CH:42][CH:43]=[CH:44][CH:45]=[CH:46]2)=[CH:62]/C2=CC=CC=C2)C=C1 10=20;20,21=21,22;22,23=23"
"CC(C)[O:33][C:22](/[N:21]=[N:20]/[C:41](=[O:42])[O:43]C(C)C)=[O:23].C[C:61](/[CH:10]=[C:11](/C1=CC=CC=C1)[O-:12])=[O:62]>>CC(C)[O:33][C:22](=[N:21][N:20]([CH:10]([C:11](C1=CC=CC=C1)=[O:12])[C:61](C)=[O:62])[C:41](=[O:42])[O:43]C(C)C)[O-:23] 10,11=10,20;12=11,12;20,21=21,22;22,23=23"
"CC(C)(C1=CC=CC=C1)[O:21][S:20]C(F)(F)F.CCC[O:62][Si:11](C)(C)[H:10]>>CC(C)(C1=CC=CC=C1)[O-:21].CCC[O:62][Si+:11](C)C.FC(F)(F)[S:20][H:10] 10,11=10,20;20,21=21"
"C/[C:10](=[C:11](\C)[O-:12])[C:61](C)=[O:62].O=[N+]([O-])[C:34]1=[CH:33][CH:32]=[C:31](/[CH:20]=[CH:21]/[C:22](C2=CC=CC=C2)=[O:23])[CH:36]=[CH:35]1>>C[C:10]([C:11](C)=[O:12])([CH:20]([CH:21]=[C:22](C1=CC=CC=C1)[O-:23])[C:31]1=[CH:32][CH:33]=[C:34]([N+](=O)[O-])[CH:35]=[CH:36]1)[C:61](C)=[O:62] 10,11=10,20;12=11,12;20,21=21,22;22,23=23"
"CN1C(=O)C(CC2=CC=CC=C2)/[N+:23](=[CH:22]/[CH:21]=[CH:20]/[C:31]2=[CH:32][C:33]([N+](=O)[O-])=[CH:34][CH:35]=[CH:36]2)C1(C)C.CN1C(=O)[C@H](CC2=CC=CC=C2)[N:12](/[CH:11]=[CH:10]/C2=CC=CC=C2)[C@@H]1C(C)(C)C>>CN1C(=O)[C@H](CC2=CC=CC=C2)[N+:12](=[CH:11][CH:10](C2=CC=CC=C2)[CH:20]([CH:21]=[CH:22][N:23]2C(CC3=CC=CC=C3)C(=O)N(C)C2(C)C)[C:31]2=[CH:32][C:33]([N+](=O)[O-])=[CH:34][CH:35]=[CH:36]2)[C@@H]1C(C)(C)C 10,11=10,20;12=11,12;20,21=21,22;22,23=23"
"[C+:20]([C:31]1=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]1)([C:41]1=[CH:42][CH:43]=[CH:44][CH:45]=[CH:46]1)[C:51]1=[CH:52][CH:53]=[CH:54][CH:55]=[CH:56]1.[CH:10](=[N+:11]=[N-:12])[C:62]1=[CH:63][CH:64]=[CH:65][CH:74]=[CH:73]1>>[CH:10]([N+:11]#[N:12])([C:20]([C:31]1=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]1)([C:41]1=[CH:42][CH:43]=[CH:44][CH:45]=[CH:46]1)[C:51]1=[CH:52][CH:53]=[CH:54][CH:55]=[CH:56]1)[C:62]1=[CH:63][CH:64]=[CH:65][CH:74]=[CH:73]1 10,11=10,20;12=11,12"
C1C[CH:32]=[CH:31][C+:20]1[C:41]1=[CH:42][CH:43]=[CH:44][CH:53]=[CH:52]1.O=C1C2=C(C=CC=C2)C(=O)N1C[C@@H]1CCC[NH:10]1>>O=C1C2=C(C=CC=C2)C(=O)N1C[C@@H]1CCC[NH+:10]1[C:20]1([C:41]2=[CH:42][CH:43]=[CH:44][CH:53]=[CH:52]2)CC[CH:32]=[CH:31]1 10=20
CC(C)(C)[N+:61]#[C-:10].F[C:33]1=[CH:34][CH:35]=[CH:36][C:31]([CH+:20][C:41]2=[CH:42][CH:43]=[CH:44][C:45](F)=[CH:46]2)=[CH:32]1>>CC(C)(C)[N+:61]#[C:10][CH:20]([C:31]1=[CH:32][C:33](F)=[CH:34][CH:35]=[CH:36]1)[C:41]1=[CH:42][CH:43]=[CH:44][C:45](F)=[CH:46]1 10=20
"CN1C(=O)[C@H](CC2=CC=CC=C2)[N:12](/[CH:11]=[CH:10]/C2=CC=CC=C2)C12CCCC2.O=[N+]([O-])[C:34]1=[CH:33][CH:32]=[C:31](/[CH:20]=[CH:21]/[C:22](C2=CC=CC=C2)=[O:23])[CH:36]=[CH:35]1>>CN1C(=O)[C@H](CC2=CC=CC=C2)[N+:12](=[CH:11][CH:10](C2=CC=CC=C2)[CH:20]([CH:21]=[C:22](C2=CC=CC=C2)[O-:23])[C:31]2=[CH:32][CH:33]=[C:34]([N+](=O)[O-])[CH:35]=[CH:36]2)C12CCCC2 10,11=10,20;12=11,12;20,21=21,22;22,23=23"
"O=S(=O)(C(F)(F)F)[C:21]1=[CH:20][C:41]2=[N+:42]([O-])O[N:35]=[C:34]2[C:33]([N+:22]([O-])=[O:23])=[CH:32]1.[H][C:11]1([H:10])[C:12](C(=O)OCC)=[CH:13][NH:14][CH:63]=[C:64]1C(=O)OCC>>O=S(=O)(C(F)(F)F)[C:21]12[CH:20]([H:10])[C:41]3=[N+:42]([O-])O[N:35]=[C:34]3[C:33](=[CH:32]1)[N+:22]2([O-])[O-:23].[H][C:11]1=[C:12](C(=O)OCC)[CH:13]=[NH+:14][CH:63]=[C:64]1C(=O)OCC 10,11=10,20;12,13=11,12;14=13,14;20,21=21,22;22,23=23"
"CC[O:33][C:31](/[CH:20]=[C:21](C)/[N:22]=[N:23]/[C:24](NC1=CC=CC=C1)=[O:25])=[O:32].[CH2:10]=[N+:11]([O-:12])[O-:62]>>CC[O:33][C:31]([CH:20]([CH2:10][N+:11](=[O:12])[O-:62])[C:21](C)=[N:22][N:23]=[C:24](NC1=CC=CC=C1)[O-:25])=[O:32] 10,11=10,20;12=11,12;20,21=21,22;22,23=23,24;24,25=25"
"CC(C)(C)[O:33][C:22](/[N:21]=[CH:20]/C1=CC=CC=C1)=[O:23].O=N[W:11]1234(N=O)([H:10])C5C1C2C3C54>>CC(C)(C)[O:33][C:22](=[N:21][CH:20](C1=CC=CC=C1)[H:10])[O-:23].O=N[W+:11]1234(N=O)C5C1C2C3C54 10,11=10,20;20,21=21,22;22,23=23"
"CN1CC[C:33]2=[C:34]1[CH:35]=[CH:36][C:31]([CH+:20][C:41]1=[CH:42][C:43]3=[C:44](N(C)CC3)[CH:45]=[CH:46]1)=[CH:32]2.C[C:11](=[CH2:10])[O:12][Si:63](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1>>CN1CC[C:33]2=[C:34]1[CH:35]=[CH:36][C:31]([CH:20]([CH2:10][C:11](C)=[O+:12][Si:63](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[C:41]1=[CH:42][C:43]3=[C:44](N(C)CC3)[CH:45]=[CH:46]1)=[CH:32]2 10,11=10,20;12=11,12"
C[C:44]1=[CH:43][CH:42]=[C:41]([CH+:20][C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)[CH:46]=[CH:45]1.C[N:10]1CCOCC1>>C[N+:10]1([CH:20]([C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)[C:41]2=[CH:42][CH:43]=[C:44](C)[CH:45]=[CH:46]2)CCOCC1 10=20
C1C[C:71](=[O:72])[N-:10][C:61]1=[O:62].F[C:33]1=[CH:34][C:35](F)=[CH:36][C:31]([C+:20]([C:41]2=[CH:42][C:43](F)=[CH:44][CH:45]=[CH:46]2)[C:51]2=[CH:52][C:53](F)=[CH:54][CH:55]=[CH:56]2)=[CH:32]1>>F[C:33]1=[CH:34][C:35](F)=[CH:36][C:31]([C:20]([N:10]2[C:61](=[O:62])CC[C:71]2=[O:72])([C:41]2=[CH:42][C:43](F)=[CH:44][CH:45]=[CH:46]2)[C:51]2=[CH:52][C:53](F)=[CH:54][CH:55]=[CH:56]2)=[CH:32]1 10=20
"CC[O:34][C:32]([C:21](=[CH:20][C:41]1=[CH:42][CH:43]=[C:44](C)[CH:45]=[CH:46]1)[C:22](=[O:23])[O:39]CC)=[O:33].[H:10][Sn:11]([C:62]1=[CH:63][CH:64]=[CH:65][CH:66]=[CH:67]1)([C:72]1=[CH:73][CH:74]=[CH:75][CH:76]=[CH:77]1)[C:82]1=[CH:83][CH:84]=[CH:85][CH:86]=[CH:87]1>>CC[O:34][C:32]([C:21]([CH:20]([H:10])[C:41]1=[CH:42][CH:43]=[C:44](C)[CH:45]=[CH:46]1)=[C:22]([O-:23])[O:39]CC)=[O:33].[Sn+:11]([C:62]1=[CH:63][CH:64]=[CH:65][CH:66]=[CH:67]1)([C:72]1=[CH:73][CH:74]=[CH:75][CH:76]=[CH:77]1)[C:82]1=[CH:83][CH:84]=[CH:85][CH:86]=[CH:87]1 10,11=10,20;20,21=21,22;22,23=23"
"C1=CC2=C(C=C1)[C:32](=[O:33])[C:21](=[CH:20][C:31]1=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]1)[C:22]2=[O:23].C1=CC=C([Si:63](C2=CC=CC=C2)(C2=CC=CC=C2)[O:12][C:11]2=[CH:10]CCC2)C=C1>>C1=CC=C([Si:63](C2=CC=CC=C2)(C2=CC=CC=C2)[O+:12]=[C:11]2CCC[CH:10]2[CH:20]([C:21]2=[C:22]([O-:23])C3=C(C=CC=C3)[C:32]2=[O:33])[C:31]2=[CH:32][CH:33]=[CH:34][CH:35]=[CH:36]2)C=C1 10,11=10,20;12=11,12;20,21=21,22;22,23=23"
"C1CN2CCC[C:35]3=[C:34]2[C:33](=[CH:32][C:31]([CH+:20][C:41]2=[CH:42][C:43]4=[C:44]5N(CCC4)CCC[C:45]5=[CH:46]2)=[CH:36]3)C1.CC[O:72][C:61](/[CH:10]=[C:11](/C1=CC=CC=C1)[O-:12])=[O:62]>>CC[O:72][C:61]([CH:10]([C:11](C1=CC=CC=C1)=[O:12])[CH:20]([C:31]1=[CH:36][C:35]2=[C:34]3N(CCC[C:33]3=[CH:32]1)CCC2)[C:41]1=[CH:42][C:43]2=[C:44]3N(CCC2)CCC[C:45]3=[CH:46]1)=[O:62] 10,11=10,20;12=11,12"
"CO[C:54]1=[CH:53][CH:52]=[C:51]([CH:20]=[C:21]([S:32](C2=CC=CC=C2)(=[O:33])=[O:34])[S:41](C2=CC=CC=C2)(=[O:42])=[O:43])[CH:55]=[CH:56]1.C[N:12](C)[C:11](=[N:10]CC1=CC=CC=C1)[N:62](C)C>>CO[C:54]1=[CH:53][CH:52]=[C:51]([CH:20]([N:10](CC2=CC=CC=C2)[C:11](=[N+:12](C)C)[N:62](C)C)[C-:21]([S:32](C2=CC=CC=C2)(=[O:33])=[O:34])[S:41](C2=CC=CC=C2)(=[O:42])=[O:43])[CH:55]=[CH:56]1 10,11=10,20;12=11,12;20,21=21"
"C1C[O:33][C:22](=[O:23])[C:21]1=[CH2:20].C1[C:71](=[O:72])[N-:10][C:61](=[O:62])[O:82]1>>C1C[O:33][C:22]([O-:23])=[C:21]1[CH2:20][N:10]1[C:61](=[O:62])[O:82]C[C:71]1=[O:72] 10=20;20,21=21,22;22,23=23"
"C[C:10](C)=[C:11]([O:12][Si:73](C)(C)C)[O:62]C.C[C:21](=[CH:20]\[C:31](=[O:32])[N:33](C)C)/[N:22]=[N:23]/[C:24](NC1=CC=CC=C1)=[O:25]>>C[C:10](C)([C:11](=[O+:12][Si:73](C)(C)C)[O:62]C)[CH:20]([C:21](C)=[N:22][N:23]=[C:24](NC1=CC=CC=C1)[O-:25])[C:31](=[O:32])[N:33](C)C 10,11=10,20;12=11,12;20,21=21,22;22,23=23,24;24,25=25"
"C[O:16][C:15]1=[CH:14][CH:13]=[C:12]([CH:11]([H:10])[C:72]2=[CH:73][CH:74]=[C:75]([O:86]C)[CH:84]=[CH:83]2)[CH:63]=[CH:64]1.O=[N+]([O-])[C:33]1=[CH:32][C:21]([N+:22]([O-])=[O:23])=[CH:20]N2N=N[N:35]=[C:34]21>>C[O+:16]=[C:15]1[CH:14]=[CH:13][C:12](=[CH:11][C:72]2=[CH:73][CH:74]=[C:75]([O:86]C)[CH:84]=[CH:83]2)[CH:63]=[CH:64]1.O=[N+]([O-])[C:33]1=[CH:32][C:21](=[N+:22]([O-])[O-:23])[CH:20]([H:10])N2N=N[N:35]=[C:34]21 10,11=10,20;12,13=11,12;14,15=13,14;16=15,16;20,21=21,22;22,23=23"
"CC(C)C[Sn:63](CC(C)C)(CC(C)C)[CH2:62][C:11](C)(C)[H:10].CN(C)[C:34]1=[CH:33][CH:32]=[C:31](/[CH:20]=[C:21]2/C3=CC=CC=C3[N+:23](C)=[CH:22]2)[CH:36]=[CH:35]1>>CC(C)C[Sn:63](CC(C)C)(CC(C)C)[CH2:62][C+:11](C)C.CN(C)[C:34]1=[CH:33][CH:32]=[C:31]([CH:20]([H:10])[C:21]2=[CH:22][N:23](C)C3=CC=CC=C32)[CH:36]=[CH:35]1 10,11=10,20;20,21=21,22;22,23=23"
"CC[NH:10]CC.O=[N+]([O-])[C:33]1=[CH:32][C:21]([N+:22]([O-])=[O:23])=[CH:20]N2N=N[N:35]=[C:34]21>>CC[NH+:10](CC)[CH:20]1N2N=N[N:35]=[C:34]2[C:33]([N+](=O)[O-])=[CH:32][C:21]1=[N+:22]([O-])[O-:23] 10=20;20,21=21,22;22,23=23"
"CC(C)(C1=CC=CC=C1)[O:21][S:20]C(F)(F)F.[CH:10](=[C:11]=[N-:12])[C:71]1=[CH:72][CH:73]=[C:74]([N+:75](=[O:76])[O-:96])[CH:85]=[CH:84]1>>CC(C)(C1=CC=CC=C1)[O-:21].FC(F)(F)[S:20][CH:10]([C:11]#[N:12])[C:71]1=[CH:72][CH:73]=[C:74]([N+:75](=[O:76])[O-:96])[CH:85]=[CH:84]1 10,11=10,20;12=11,12;20,21=21"
"CC[N:82](CC)[C:71]([CH-:10][N+:61]1=[CH:62][CH:63]=[CH:64][CH:73]=[CH:72]1)=[O:72].CSC[C:20](C)=[O:21]>>CC[N:82](CC)[C:71]([CH:10]([C:20](C)(CSC)[O-:21])[N+:61]1=[CH:62][CH:63]=[CH:64][CH:73]=[CH:72]1)=[O:72] 10=20;20,21=21"
"C[N:10](C)[NH:61]C.Cl[B-:33](Cl)(Cl)[O+:21]=[CH:20][C:41]1=[CH:42][CH:43]=[C:44](Cl)[CH:45]=[CH:46]1>>C[N+:10](C)([CH:20]([O:21][B-:33](Cl)(Cl)Cl)[C:41]1=[CH:42][CH:43]=[C:44](Cl)[CH:45]=[CH:46]1)[NH:61]C 10=20;20,21=21"
"C1=CC=C(CC2C[O:62][C:11]([O-:12])=[N:10]2)C=C1.F[C:34]1=[CH:33][CH:32]=[C:31]([C+:20]([C:41]2=[CH:42][CH:43]=[C:44](F)[CH:45]=[CH:46]2)[C:51]2=[CH:52][CH:53]=[CH:54][CH:55]=[CH:56]2)[CH:36]=[CH:35]1>>F[C:34]1=[CH:33][CH:32]=[C:31]([C:20]([N:10]2C(CC3=CC=CC=C3)C[O:62][C:11]2=[O:12])([C:41]2=[CH:42][CH:43]=[C:44](F)[CH:45]=[CH:46]2)[C:51]2=[CH:52][CH:53]=[CH:54][CH:55]=[CH:56]2)[CH:36]=[CH:35]1 10,11=10,20;12=11,12"
"C[C:10](=[C:11]=[N-:12])[C:61]1=[CH:62][CH:63]=[C:64]([N+:65](=[O:66])[O-:76])[CH:83]=[CH:82]1.C[C:21]1=[CH:20]CCC[C:22]1=[O:23]>>C[C:10]([C:11]#[N:12])([CH:20]1CCC[C:22]([O-:23])=[C:21]1C)[C:61]1=[CH:62][CH:63]=[C:64]([N+:65](=[O:66])[O-:76])[CH:83]=[CH:82]1 10,11=10,20;12=11,12;20,21=21,22;22,23=23"
