SMILES Labelled,Unnamed: 1,Unnamed: 2,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
"[H:20][O+:21]=C(C)NCC.OS(=O)(=O)[O-:10]>>CCNC(=O)C.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]C(=O)CCC=O.CC[NH2:10]>>CC[NH3+].C(CC(=O)[O-])C=O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CCNC(CCC=O)([O-:10])OC(=O)C>>CCNC(CCC=O)(O)OC(=O)C.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"CCN[C:20](CCC=O)([OH:10])[O:21]C(=O)C>>CCNC(=[OH+])CCC=O.CC(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O+:21]=C(CCC=O)NCC.OS(=O)(=O)[O-:10]>>CCNC(=O)CCC=O.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]C(=O)C.CC[NH2:10]>>CC[NH3+].CC(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"CC[NH2:10].CC(=O)CC[CH:20]=[O:21]>>CC[NH2+]C(CCC(=O)C)[O-] 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][NH+:21](CC)C(CCC(=O)C)[O-].OS(=O)(=O)[O-:10]>>CCNC(CCC(=O)C)[O-].OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CCNC(CCC(=O)C)[O-:10]>>CCNC(CCC(=O)C)O.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CCNC(CCC(=O)C)[OH:10]>>CCNC(CCC(=O)C)[OH2+].OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"CC[NH:10][CH:20](CCC(=O)C)[OH2+:21]>>CC[NH+]=CCCC(=O)C.O 10=20;20,21=21",Lone to sigma*,,,,,
"CC[NH2:10].CCOC(=O)CC[C:20](=[O:21])C>>CC[NH2+]C(C)(CCC(=O)OCC)[O-] 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O:21]S(=O)(=O)O.CCNC(C)(CCC(=O)OCC)[O-:10]>>CCNC(C)(CCC(=O)OCC)O.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CCNC(C)(CCC(=O)OCC)[OH:10]>>CCNC(C)(CCC(=O)OCC)[OH2+].OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"CC[NH:10][C:20](C)(CCC(=O)OCC)[OH2+:21]>>CC[NH+]=C(C)CCC(=O)OCC.O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][N+:21](=C(C)CCC(=O)OCC)CC.OS(=O)(=O)[O-:10]>>CCN=C(C)CCC(=O)OCC.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"CC[NH2:10].CCO[C:20](=[O:21])CCC(=O)NC>>CC[NH2+]C(CCC(=O)NC)([O-])OCC 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O:21]S(=O)(=O)O.CCNC(CCC(=O)NC)([O-:10])OCC>>CCNC(CCC(=O)NC)(O)OCC.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CCNC(CCC(=O)NC)(O)[O:10]CC>>CCNC(CCC(=O)NC)(O)[OH+]CC.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CC[NH:10]C(CCC(=O)NC)(O)OCC>>CC[NH2+]C(CCC(=O)NC)(O)OCC.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"CCN[C:20](CCC(=O)NC)([OH:10])[OH+:21]CC>>CCNC(=[OH+])CCC(=O)NC.CCO 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O+:21]=C(CCC(=O)NC)NCC.OS(=O)(=O)[O-:10]>>CCNC(=O)CCC(=O)NC.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][NH+:21](CC)C(CC#N)(NC)O.OS(=O)(=O)[O-:10]>>CCNC(CC#N)(NC)O.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CCNC(CC#N)([NH:10]C)O>>CCNC(CC#N)([NH2+]C)O.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CC[NH:10]C(CC#N)(NC)O>>CC[NH2+]C(CC#N)(NC)O.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"CCN[C:20](CC#N)([NH2+:21]C)[OH:10]>>CCNC(=[OH+])CC#N.CN 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O+:21]=C(CC#N)NCC.OS(=O)(=O)[O-:10]>>CCNC(=O)CC#N.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"CC[NH2+:21][C:20](CC#N)(NC)[OH:10]>>CCN.CNC(=[OH+])CC#N 10=20;20,21=21",Lone to sigma*,,,,,
"CC[NH2:10].CC(=O)CC[C:20](=[O:21])Cl>>CC[NH2+]C(CCC(=O)C)([O-])Cl 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O:21]S(=O)(=O)O.CCNC(CCC(=O)C)([O-:10])Cl>>CCNC(CCC(=O)C)(O)Cl.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"CCN[C:20](CCC(=O)C)([OH:10])[Cl:21]>>CCNC(=[OH+])CCC(=O)C.[Cl-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O+:21]=C(CCC(=O)C)NCC.OS(=O)(=O)[O-:10]>>CCNC(=O)CCC(=O)C.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"CC[NH2:10].CCOC(=O)CC[C:20](=[O:21])Cl>>CC[NH2+]C(CCC(=O)OCC)([O-])Cl 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O:21]S(=O)(=O)O.CCNC(CCC(=O)OCC)([O-:10])Cl>>CCNC(CCC(=O)OCC)(O)Cl.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"CCN[C:20](CCC(=O)OCC)([OH:10])[Cl:21]>>CCNC(=[OH+])CCC(=O)OCC.[Cl-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O+:21]=C(CCC(=O)OCC)NCC.OS(=O)(=O)[O-:10]>>CCNC(=O)CCC(=O)OCC.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CC(=O)CCC=[O:10]>>CC(=O)CCC=[OH+].OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"C(CO)[OH:10].CC(=O)CC[CH:20]=[OH+:21]>>CC(=O)CCC(O)[OH+]CCO 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O+:21](CCO)C(CCC(=O)C)O.OS(=O)(=O)[O-:10]>>CC(=O)CCC(O)OCCO.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CC(=O)CCC([OH:10])OCCO>>CC(=O)CCC([OH2+])OCCO.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"CC(=O)CC[CH:20]([OH2+:21])[O:10]CCO>>CC(=O)CCC=[O+]CCO.O 10=20;20,21=21",Lone to sigma*,,,,,
"CC(=O)CC[CH:20]=[O+:21]CC[OH:10]>>CC(=O)CCC1[OH+]CCO1 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O+:21]1CCOC1CCC(=O)C.OS(=O)(=O)[O-:10]>>CC(=O)CCC1OCCO1.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CC[N:10]=CC>>CC[NH+]=CC.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"CC[NH+:21]=[CH:20]C.C[OH:10]>>CCNC(C)[OH+]C 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O+:21](C)C(C)NCC.OS(=O)(=O)[O-:10]>>CCNC(C)OC.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CC[NH:10]C(C)OC>>CC[NH2+]C(C)OC.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"CC[NH2+:21][CH:20](C)[O:10]C>>CCN.CC=[O+]C 10=20;20,21=21",Lone to sigma*,,,,,
"C[CH:20]=[O+:21]C.C[OH:10]>>CC([OH+]C)OC 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O+:21](C)C(C)OC.OS(=O)(=O)[O-:10]>>CC(OC)OC.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.C(CCO)CC=[O:10]>>C(CCO)CC=[OH+].OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"C(CC[OH:10])C[CH:20]=[OH+:21]>>C1CC[OH+]C(C1)O 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O+:21]1CCCCC1O.OS(=O)(=O)[O-:10]>>C1CCOC(C1)O.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.C1CCOC(C1)[OH:10]>>C1CCOC(C1)[OH2+].OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"C1CC[O:10][CH:20](C1)[OH2+:21]>>C1CC[O+]=CC1.O 10=20;20,21=21",Lone to sigma*,,,,,
"CC[OH:10].C1CC[O+:21]=[CH:20]C1>>CC[OH+]C1CCCCO1 10=20;20,21=21",Lone to pi*,,,,,
"CC[OH:10].C[C:20](=[OH+:21])C>>CC[OH+]C(C)(C)O 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O+:21](CC)C(C)(C)O.OS(=O)(=O)[O-:10]>>CCOC(C)(C)O.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CCOC(C)(C)[OH:10]>>CCOC(C)(C)[OH2+].OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"CC[O:10][C:20](C)(C)[OH2+:21]>>CC[O+]=C(C)C.O 10=20;20,21=21",Lone to sigma*,,,,,
"C(CO)[OH:10].C[C:20](=[OH+:21])C>>CC(C)(O)[OH+]CCO 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O+:21](CCO)C(C)(C)O.OS(=O)(=O)[O-:10]>>CC(C)(O)OCCO.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CC(C)([OH:10])OCCO>>CC(C)([OH2+])OCCO.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"C[C:20](C)([OH2+:21])[O:10]CCO>>CC(=[O+]CCO)C.O 10=20;20,21=21",Lone to sigma*,,,,,
"C[C:20](=[O+:21]CC[OH:10])C.Cc1ccc(cc1)S(=O)(=O)[O-].CO>>CC1([OH+]CCO1)C.Cc1ccc(cc1)S(=O)(=O)[O-].CO 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O+:21]1CCOC1(C)C.OS(=O)(=O)[O-:10]>>CC1(OCCO1)C.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"C(CS)[SH:10].C[C:20](=[OH+:21])C>>CC(C)(O)[SH+]CCS 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][S+:21](CCS)C(C)(C)O.OS(=O)(=O)[O-:10]>>CC(C)(O)SCCS.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CC(C)([OH:10])SCCS>>CC(C)([OH2+])SCCS.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"C[C:20](C)([OH2+:21])[S:10]CCS>>CC(=[S+]CCS)C.O 10=20;20,21=21",Lone to sigma*,,,,,
"C[C:20](=[S+:21]CC[SH:10])C>>CC1([SH+]CCS1)C 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][S+:21]1CCSC1(C)C.OS(=O)(=O)[O-:10]>>CC1(SCCS1)C.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"C1CC[C:20](=[O:21])C(C1)CCC[NH2:10]>>C1CCC2(C(C1)CCC[NH2+]2)[O-] 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O:21]S(=O)(=O)O.C1CCC2(C(C1)CCCN2)[O-:10]>>C1CCC2(C(C1)CCCN2)O.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.C1CCC2(C(C1)CCCN2)[OH:10]>>C1CCC2(C(C1)CCCN2)[OH2+].OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"C1CC[C:20]2(C(C1)CCC[NH:10]2)[OH2+:21]>>C1CCC2=[NH+]CCCC2C1.O 10=20;20,21=21",Lone to sigma*,,,,,
"CC[NH2:10].C[CH:20]=[O:21]>>CC[NH2+]C(C)[O-] 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][NH+:21](CC)C(C)[O-].OS(=O)(=O)[O-:10]>>CCNC(C)[O-].OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CCNC(C)[O-:10]>>CCNC(C)O.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CCNC(C)[OH:10]>>CCNC(C)[OH2+].OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"CC[NH:10][CH:20](C)[OH2+:21]>>CC[NH+]=CC.O 10=20;20,21=21",Lone to sigma*,,,,,
"CC[NH:10]CC.C[CH:20]=[O:21]>>CC[NH+](CC)C(C)[O-] 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O:21]S(=O)(=O)O.CCN(CC)C(C)[O-:10]>>CCN(CC)C(C)O.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CCN(CC)C(C)[OH:10]>>CCN(CC)C(C)[OH2+].OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"CC[N:10](CC)[CH:20](C)[OH2+:21]>>CC[N+](=CC)CC.O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][CH2:21][CH:22]=[N+:23](CC)CC.CC[NH:10]CC>>CC[NH2+]CC.CCN(CC)C=C 10=20;20,21=21,22;22,23=23",Lone to sigma*,,,,,
"C1CC[C:20](=[O:21])CC1.C1CC[NH:10]CC1>>C1CCC(CC1)([NH+]2CCCCC2)[O-] 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O:21]S(=O)(=O)O.C1CCC(CC1)(N2CCCCC2)[O-:10]>>C1CCC(CC1)(N2CCCCC2)O.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][CH:21]1CCCC[C:22]1=[N+:23]2CCCCC2.C1CC[NH:10]CC1>>C1CC[NH2+]CC1.C1CCN(CC1)C2=CCCCC2 10=20;20,21=21,22;22,23=23",Lone to sigma*,,,,,
"CC[C:20](=[O:21])C.C1CC[NH:10]C1>>CCC(C)([NH+]1CCCC1)[O-] 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O:21]S(=O)(=O)O.CCC(C)(N1CCCC1)[O-:10]>>CCC(C)(N1CCCC1)O.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CCC(C)(N1CCCC1)[OH:10]>>CCC(C)(N1CCCC1)[OH2+].OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"CC[C:20](C)([N:10]1CCCC1)[OH2+:21]>>CCC(=[N+]1CCCC1)C.O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][CH2:21][C:22](=[N+:23]1CCCC1)CC.C1CC[NH:10]C1>>CCC(=C)N1CCCC1.C1CC[NH2+]C1 10=20;20,21=21,22;22,23=23",Lone to sigma*,,,,,
"CC1CCCC[C:20]1=[O:21].C1CC[NH:10]C1>>CC1CCCCC1([NH+]2CCCC2)[O-] 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O:21]S(=O)(=O)O.CC1CCCCC1(N2CCCC2)[O-:10]>>CC1CCCCC1(N2CCCC2)O.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CC1CCCCC1(N2CCCC2)[OH:10]>>CC1CCCCC1(N2CCCC2)[OH2+].OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"CC1CCCC[C:20]1([N:10]2CCCC2)[OH2+:21]>>CC1CCCCC1=[N+]2CCCC2.O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][CH:21]1CCCC([C:22]1=[N+:23]2CCCC2)C.C1CC[NH:10]C1>>CC1CCCC=C1N2CCCC2.C1CC[NH2+]C1 10=20;20,21=21,22;22,23=23",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CC(=[O:10])Cl>>CC(=[OH+])Cl.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O+:21]=C(C)OC(C)(O)Cl.OS(=O)(=O)[O-:10]>>CC(=O)OC(C)(O)Cl.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"CC(=O)O[C:20](C)([OH:10])[Cl:21]>>CC(=[OH+])OC(=O)C.[Cl-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O+:21]=C(C)OC(=O)C.OS(=O)(=O)[O-:10]>>CC(=O)OC(=O)C.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"CC[OH:10].C[CH:20]=[OH+:21]>>CC[OH+]C(C)O 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O+:21](CC)C(C)O.OS(=O)(=O)[O-:10]>>CCOC(C)O.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CCOC(C)[OH:10]>>CCOC(C)[OH2+].OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"CC[O:10][CH:20](C)[OH2+:21]>>CC[O+]=CC.O 10=20;20,21=21",Lone to sigma*,,,,,
"CC[OH:10].C[C:20](=[OH+:21])Cl>>CC[OH+]C(C)(O)Cl 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O+:21](CC)C(C)(O)Cl.OS(=O)(=O)[O-:10]>>CCOC(C)(O)Cl.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"CCO[C:20](C)([OH:10])[Cl:21]>>CCOC(=[OH+])C.[Cl-] 10=20;20,21=21",Lone to sigma*,,,,,
"CC(=O)OC(=[O:10])C.[H:20][O:21]S(=O)(=O)O>>CC(=[OH+])OC(=O)C.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"CC[OH:10].C[C:20](=[OH+:21])OC(=O)C>>CC[OH+]C(C)(O)OC(=O)C 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O+:21](CC)C(C)(O)OC(=O)C.OS(=O)(=O)[O-:10]>>CCOC(C)(O)OC(=O)C.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"CCO[C:20](C)([OH:10])[O:21]C(=O)C>>CCOC(=[OH+])C.CC(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CC(=[O:10])OC>>CC(=[OH+])OC.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"CC[OH:10].C[C:20](=[OH+:21])OC>>CC[OH+]C(C)(O)OC 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O+:21](CC)C(C)(O)OC.OS(=O)(=O)[O-:10]>>CCOC(C)(O)OC.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CCOC(C)(O)[O:10]C>>CCOC(C)(O)[OH+]C.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CC[O:10]C(C)(O)OC>>CC[OH+]C(C)(O)OC.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"CCO[C:20](C)([OH:10])[OH+:21]C>>CCOC(=[OH+])C.CO 10=20;20,21=21",Lone to sigma*,,,,,
"CC[OH+:21][C:20](C)([OH:10])OC>>CCO.CC(=[OH+])OC 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CC(=[O:10])O>>CC(=[OH+])O.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"CC[OH:10].C[C:20](=[OH+:21])O>>CC[OH+]C(C)(O)O 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O+:21](CC)C(C)(O)O.OS(=O)(=O)[O-:10]>>CCOC(C)(O)O.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"CCOC(C)(O)[OH:10].[H:20][O:21]S(=O)(=O)O>>CCOC(C)([OH2+])O.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CC[O:10]C(C)(O)O>>CC[OH+]C(C)(O)O.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"CCO[C:20](C)([OH2+:21])[OH:10]>>CCOC(=[OH+])C.O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CCN(CC)C(=[O:10])C>>CCN(CC)C(=[OH+])C.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"CCN(CC)[C:20](=[OH+:21])C.CC[OH:10]>>CCN(CC)C(C)(O)[OH+]CC 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O+:21](CC)C(C)(N(CC)CC)O.OS(=O)(=O)[O-:10]>>CCN(CC)C(C)(O)OCC.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CCN(CC)C(C)(O)[O:10]CC>>CCN(CC)C(C)(O)[OH+]CC.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CC[N:10](CC)C(C)(O)OCC>>CC[NH+](CC)C(C)(O)OCC.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"CCN(CC)[C:20](C)([OH:10])[OH+:21]CC>>CCN(CC)C(=[OH+])C.CCO 10=20;20,21=21",Lone to sigma*,,,,,
"CC[NH+:21](CC)[C:20](C)([OH:10])OCC>>CCNCC.CCOC(=[OH+])C 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CCNC(=[O:10])C>>CCNC(=[OH+])C.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"CCN[C:20](=[OH+:21])C.CC[OH:10]>>CCNC(C)(O)[OH+]CC 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O+:21](CC)C(C)(NCC)O.OS(=O)(=O)[O-:10]>>CCNC(C)(O)OCC.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CCNC(C)(O)[O:10]CC>>CCNC(C)(O)[OH+]CC.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CC[NH:10]C(C)(O)OCC>>CC[NH2+]C(C)(O)OCC.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"CCN[C:20](C)([OH:10])[OH+:21]CC>>CCNC(=[OH+])C.CCO 10=20;20,21=21",Lone to sigma*,,,,,
"CC[NH2+:21][C:20](C)([OH:10])OCC>>CCN.CCOC(=[OH+])C 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CC(=[O:10])N>>CC(=[OH+])N.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"CC[OH:10].C[C:20](=[OH+:21])N>>CC[OH+]C(C)(N)O 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O+:21](CC)C(C)(N)O.OS(=O)(=O)[O-:10]>>CCOC(C)(N)O.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CCOC(C)([NH2:10])O>>CCOC(C)([NH3+])O.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CC[O:10]C(C)(N)O>>CC[OH+]C(C)(N)O.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"CCO[C:20](C)([NH3+:21])[OH:10]>>CCOC(=[OH+])C.N 10=20;20,21=21",Lone to sigma*,,,,,
"CC[OH+:21][C:20](C)(N)[OH:10]>>CCO.CC(=[OH+])N 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CCC#[N:10]>>CCC#[NH+].OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"CC[C:20]#[NH+:21].CC[OH:10]>>CCC(=N)[OH+]CC 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O+:21](CC)C(=N)CC.OS(=O)(=O)[O-:10]>>CCC(=N)OCC.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CCC(=[NH:10])OCC>>CCC(=[NH2+])OCC.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"CC[C:20](=[NH2+:21])OCC.CC[OH:10]>>CCC(N)([OH+]CC)OCC 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O+:21](CC)C(CC)(N)OCC.OS(=O)(=O)[O-:10]>>CCC(N)(OCC)OCC.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CCC([NH2:10])(OCC)OCC>>CCC([NH3+])(OCC)OCC.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"CC[C:20]([NH3+:21])(OCC)[O:10]CC>>CCC(=[O+]CC)OCC.N 10=20;20,21=21",Lone to sigma*,,,,,
"CC[C:20](=[O+:21]CC)OCC.CC[OH:10]>>CCC([OH+]CC)(OCC)OCC 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O+:21](CC)C(CC)(OCC)OCC.OS(=O)(=O)[O-:10]>>CCC(OCC)(OCC)OCC.OS(=O)(=O)O 10=20;20,21=21",Lone to sigma*,,,,,
"CC[NH2:10].C[C:20](=[O:21])C>>CC[NH2+]C(C)(C)[O-] 10=20;20,21=21",Lone to pi*,,,,,
"[H:20][O:21]S(=O)(=O)O.CCNC(C)(C)[O-:10]>>CCNC(C)(C)O.OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
"[H:20][O:21]S(=O)(=O)O.CCNC(C)(C)[OH:10]>>CCNC(C)(C)[OH2+].OS(=O)(=O)[O-] 10=20;20,21=21",Lone to sigma*,,,,,
